,artist_name(s),artist_country,artist_home_city,visible_ethnic_minority,census_race_classification,artist_gender,canadian_content,artist_is_group,total_plays,alberta,british columbia,manitoba,new brunswick,nova scotia,ontario,quebec,artist_country_cdn,artist_country_int,artist_country_uk,artist_country_unknown,artist_country_us,visible_ethnic_minority_no,visible_ethnic_minority_unknown,visible_ethnic_minority_yes,artist_gender_female,artist_gender_male,artist_gender_mixed,artist_gender_unknown
438,dr. who dat,us,"philadelphia, pa",yes,black,male,False,False,8,0.0,0.5,0.0,0.0,0.0,0.125,0.375,0,0,0,0,1,0,0,1,0,1,0,0
439,kottonmouth kings,us,"los angeles, ca",no,white,male,False,True,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
440,pythagore,cdn,"montreal, qc",no,white,male,True,False,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
441,agallah,us,"brooklyn, ny",yes,hispanic,male,False,False,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
442,obie trice,us,"detroit, mi",yes,black,male,False,False,14,0.07142857142857142,0.0,0.0,0.0,0.0,0.6428571428571429,0.2857142857142857,0,0,0,0,1,0,0,1,0,1,0,0
443,mojoe,us,"san antonio, tx",yes,black,male,False,True,22,0.36363636363636365,0.0,0.0,0.0,0.0,0.36363636363636365,0.2727272727272727,0,0,0,0,1,0,0,1,0,1,0,0
444,evil,cdn,"vancouver, bc",no,white,male,True,False,41,0.2926829268292683,0.14634146341463414,0.1951219512195122,0.0,0.14634146341463414,0.0975609756097561,0.12195121951219512,1,0,0,0,0,1,0,0,0,1,0,0
445,planit,cdn,"vancouver, bc",no,white,male,True,False,18,0.16666666666666666,0.2777777777777778,0.0,0.0,0.1111111111111111,0.4444444444444444,0.0,1,0,0,0,0,1,0,0,0,1,0,0
446,lyric 1,unknown,unknown,unknown,unknown,unknown,False,False,14,0.35714285714285715,0.42857142857142855,0.0,0.0,0.21428571428571427,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1
447,dagha,us,"boston, mass",yes,black,male,False,False,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
448,sivion,us,"dallas, tx",yes,black,male,False,False,18,0.0,0.2777777777777778,0.0,0.3888888888888889,0.0,0.3333333333333333,0.0,0,0,0,0,1,0,0,1,0,1,0,0
449,edan,us,"rockville, md",no,white,male,False,False,6,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0,0,0,0,1,1,0,0,0,1,0,0
450,timz,us,"san diego, ca",yes,middle eastern,male,False,False,8,0.0,0.0,0.0,0.0,0.0,0.375,0.625,0,0,0,0,1,0,0,1,0,1,0,0
451,white mike,us,"berkeley, ca",no,white,male,False,False,5,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0,0,0,0,1,1,0,0,0,1,0,0
452,royce,us,"chicago, il",no,white,male,False,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
453,alice smith,us,"washington, dc",yes,black,female,False,False,6,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0,0,1,0,0,1,1,0,0,0
454,the brand new heavies,uk,"london, eng",yes,mixed group,mixed,False,True,4,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,1,0
455,factor,cdn,"saskatoon, sask",no,white,male,True,False,111,0.11711711711711711,0.09009009009009009,0.06306306306306306,0.0,0.0,0.4774774774774775,0.25225225225225223,1,0,0,0,0,1,0,0,0,1,0,0
456,kenn starr,us,"suffolk, va",yes,black,male,False,False,25,0.16,0.12,0.0,0.0,0.0,0.16,0.56,0,0,0,0,1,0,0,1,0,1,0,0
457,lupe fiasco,us,"chicago, il",yes,black,male,False,False,167,0.10179640718562874,0.19161676646706588,0.12574850299401197,0.017964071856287425,0.059880239520958084,0.3712574850299401,0.1317365269461078,0,0,0,0,1,0,0,1,0,1,0,0
458,dj nana,cdn,"toronto, on",yes,black,male,True,False,41,0.14634146341463414,0.4146341463414634,0.0,0.0,0.024390243902439025,0.36585365853658536,0.04878048780487805,1,0,0,0,0,0,0,1,0,1,0,0
459,rick ross,us,"carol city, fl",yes,black,male,False,False,63,0.015873015873015872,0.0,0.12698412698412698,0.015873015873015872,0.0,0.8095238095238095,0.031746031746031744,0,0,0,0,1,0,0,1,0,1,0,0
460,the gumshoe strut,cdn,"vancouver, bc",yes,middle eastern,male,True,False,23,0.34782608695652173,0.17391304347826086,0.30434782608695654,0.0,0.0,0.17391304347826086,0.0,1,0,0,0,0,0,0,1,0,1,0,0
461,various_24,us,"portland, or",yes,mixed group,male,False,True,11,0.0,0.45454545454545453,0.0,0.5454545454545454,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
462,storm the unpredictable,us,"washington, dc",yes,black,male,False,False,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
463,40 watt hype,us,"fresno, ca",yes,mixed group,male,False,False,9,0.3333333333333333,0.0,0.0,0.0,0.0,0.2222222222222222,0.4444444444444444,0,0,0,0,1,0,0,1,0,1,0,0
464,deviants of reality,us,"red bank, nj",yes,black,male,False,True,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
465,camp x,cdn,"toronto, on",yes,black,male,True,True,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
466,pete rock,us,"new york, ny",yes,black,male,False,False,43,0.046511627906976744,0.20930232558139536,0.18604651162790697,0.0,0.023255813953488372,0.23255813953488372,0.3023255813953488,0,0,0,0,1,0,0,1,0,1,0,0
467,glue,us,"cincinnati, oh",yes,mixed group,male,False,True,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
468,outkast,us,"east point, ga",yes,black,male,False,True,10,0.0,0.0,0.2,0.0,0.4,0.3,0.1,0,0,0,0,1,0,0,1,0,1,0,0
469,panacea,us,"washington, dc",yes,black,male,False,True,18,0.0,0.2222222222222222,0.0,0.7777777777777778,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
470,gr& phee ft. el da sensei & xnow,us,"buffalo, ny",yes,black,male,False,True,4,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0,0,0,0,1,0,0,1,0,1,0,0
471,sadat x,us,"new york, ny",yes,black,male,False,False,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
472,megan rochelle,us,"brooklyn, ny",yes,black,female,False,False,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,1,0,0,0
473,dr. mutulu shakur,us,"baltimore, md",yes,black,male,False,False,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
474,crack village,uk,"london, eng",no,white,mixed,False,True,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0
475,corrine bailey rae,uk,"leeds, eng",yes,black,female,False,False,5,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0,0,1,0,0,0,0,1,1,0,0,0
476,kaleb simmonds,cdn,"dartmouth, ns",yes,black,male,True,False,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
477,jr writer,us,"new york, ny",yes,black,male,False,False,26,0.07692307692307693,0.4230769230769231,0.0,0.0,0.0,0.3076923076923077,0.19230769230769232,0,0,0,0,1,0,0,1,0,1,0,0
478,k-salaam,us,"minneapolis, ms",yes,middle eastern,male,False,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
479,presto,us,"los angeles, ca",no,white,male,False,False,31,0.1935483870967742,0.0,0.0,0.0,0.0,0.6774193548387096,0.12903225806451613,0,0,0,0,1,1,0,0,0,1,0,0
480,pigeon john,us,"los angeles, ca",yes,black,male,False,False,69,0.2898550724637681,0.14492753623188406,0.15942028985507245,0.0,0.0,0.37681159420289856,0.028985507246376812,0,0,0,0,1,0,0,1,0,1,0,0
481,bitman and roban,us,"los angeles, ca",yes,hispanic,male,False,True,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
482,la cedille,int,"besancon, france",yes,mixed group,male,False,True,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
483,serengeti,us,"chicago, il",yes,black,male,False,False,18,0.4444444444444444,0.05555555555555555,0.0,0.0,0.0,0.5,0.0,0,0,0,0,1,0,0,1,0,1,0,0
484,az,us,"brooklyn, ny",yes,black,male,False,False,14,0.0,0.6428571428571429,0.0,0.0,0.0,0.07142857142857142,0.2857142857142857,0,0,0,0,1,0,0,1,0,1,0,0
485,boot camp clik,us,"brooklyn, ny",yes,black,male,False,True,8,0.125,0.125,0.0,0.0,0.0,0.75,0.0,0,0,0,0,1,0,0,1,0,1,0,0
486,noel ellis,cdn,"toronto, on",yes,black,male,True,False,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
487,s.l.u.g. fam,cdn,"toronto, on",yes,black,male,True,True,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
488,playdough,us,"dallas, tx",no,white,male,False,False,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,1,0,0
489,dj shadow,us,"san jose, ca",no,white,male,False,False,49,0.22448979591836735,0.16326530612244897,0.0,0.14285714285714285,0.0,0.42857142857142855,0.04081632653061224,0,0,0,0,1,1,0,0,0,1,0,0
490,sol.illaquists of sound,us,"orlando, fl",yes,mixed group,mixed,False,True,49,0.08163265306122448,0.1836734693877551,0.0,0.04081632653061224,0.04081632653061224,0.30612244897959184,0.3469387755102041,0,0,0,0,1,0,0,1,0,0,1,0
491,birdapres,cdn,"vancouver, bc",no,white,male,True,False,78,0.05128205128205128,0.14102564102564102,0.358974358974359,0.0,0.1794871794871795,0.2564102564102564,0.01282051282051282,1,0,0,0,0,1,0,0,0,1,0,0
492,dan the automator,us,"san francisco, ca",yes,asian,male,False,False,20,0.35,0.25,0.0,0.0,0.0,0.4,0.0,0,0,0,0,1,0,0,1,0,1,0,0
493,nicolay here,us,"houston, tx",yes,black,male,False,False,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
494,haiku,us,"chicago, il",no,white,male,False,False,18,0.0,0.2777777777777778,0.0,0.0,0.0,0.6666666666666666,0.05555555555555555,0,0,0,0,1,1,0,0,0,1,0,0
495,side-fx,cdn,"ottawa, on",no,white,male,True,False,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
496,trackdirtyaz,cdn,"toronto, on",yes,black,male,True,True,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
497,marc cary & chance,us,"new york, ny",yes,black,male,False,True,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0,0,0,0,1,0,0,1,0,1,0,0
498,k-os,cdn,"toronto, on",yes,black,male,True,False,229,0.09170305676855896,0.1222707423580786,0.06550218340611354,0.013100436681222707,0.06986899563318777,0.4978165938864629,0.13973799126637554,1,0,0,0,0,0,0,1,0,1,0,0
499,swollen members,cdn,"vancouver, bc",yes,mixed group,male,True,True,52,0.0,0.23076923076923078,0.09615384615384616,0.0,0.0,0.28846153846153844,0.38461538461538464,1,0,0,0,0,0,0,1,0,1,0,0
500,common market,us,"seattle, wa",yes,mixed group,male,False,True,77,0.16883116883116883,0.14285714285714285,0.07792207792207792,0.0,0.0,0.4675324675324675,0.14285714285714285,0,0,0,0,1,0,0,1,0,1,0,0
501,beaux,us,"tallahassee, fl",no,white,male,False,True,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
502,moses mayes,cdn,"winnipeg, mb",yes,mixed group,male,True,True,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
503,big black lincoln,cdn,"toronto, on",yes,black,male,True,True,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
504,incredible bongo band,us,"los angeles, ca",yes,mixed group,male,False,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
505,sunk city,cdn,"nanaimo, bc",no,white,male,True,True,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
506,moka only,cdn,"vancouver, bc",yes,black,male,True,False,317,0.15141955835962145,0.15772870662460567,0.04416403785488959,0.028391167192429023,0.03785488958990536,0.3627760252365931,0.21766561514195584,1,0,0,0,0,0,0,1,0,1,0,0
507,schaps & sethod,cdn,"nanaimo, bc",no,white,male,True,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
508,the champions,unknown,unknown,unknown,unknown,unknown,False,False,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1
509,oddisee,us,"washington, dc",yes,black,male,False,False,13,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.6923076923076923,0.0,0,0,0,0,1,0,0,1,0,1,0,0
510,daedelus,us,"los angeles, ca",no,white,male,False,False,7,0.14285714285714285,0.0,0.7142857142857143,0.0,0.0,0.14285714285714285,0.0,0,0,0,0,1,1,0,0,0,1,0,0
511,various_25,us,"phoenix, az",yes,mixed group,mixed,False,True,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,0,1,0
512,new flesh,uk,"london, eng",yes,black,male,False,True,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0
513,various_26,int,"rio de janerio, brazil",yes,hispanic,mixed,False,True,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0
514,illa brown,cdn,"vancouver, bc",yes,unknown,male,True,False,18,0.16666666666666666,0.2777777777777778,0.0,0.05555555555555555,0.05555555555555555,0.4444444444444444,0.0,1,0,0,0,0,0,0,1,0,1,0,0
515,absent minded,cdn,"toronto, on",no,white,male,True,False,6,0.16666666666666666,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,1,0,0,0,0,1,0,0,0,1,0,0
516,frenchi blanco,cdn,"montreal, qc",no,white,male,True,False,9,0.3333333333333333,0.2222222222222222,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0,1,0,0,0,0,1,0,0,0,1,0,0
517,the alchemist,us,"beverly hills, ca",yes,black,male,False,False,29,0.0,0.0,0.0,0.0,0.0,0.8275862068965517,0.1724137931034483,0,0,0,0,1,0,0,1,0,1,0,0
518,hi-tek,us,"cincinnati, oh",yes,black,male,False,False,45,0.15555555555555556,0.13333333333333333,0.1111111111111111,0.0,0.0,0.24444444444444444,0.35555555555555557,0,0,0,0,1,0,0,1,0,1,0,0
519,j. rawls,us,"columbus, oh",yes,black,male,False,False,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
520,animal nation,cdn,"whistler, bc",no,white,male,False,True,75,0.30666666666666664,0.08,0.13333333333333333,0.0,0.0,0.4,0.08,1,0,0,0,0,1,0,0,0,1,0,0
521,subtitle,us,"los angeles, ca",yes,black,male,False,False,28,0.32142857142857145,0.21428571428571427,0.0,0.0,0.0,0.4642857142857143,0.0,0,0,0,0,1,0,0,1,0,1,0,0
522,9th wonder,us,"raleigh, nc",yes,black,male,False,False,20,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0,0,0,0,1,0,0,1,0,1,0,0
523,busdriver,us,"los angeles, ca",yes,black,male,False,False,166,0.12048192771084337,0.20481927710843373,0.10843373493975904,0.0,0.0,0.37349397590361444,0.1927710843373494,0,0,0,0,1,0,0,1,0,1,0,0
524,lodeck,us,"new york, ny",no,white,male,False,False,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
525,mr lif,us,"boston, mass",yes,black,male,False,False,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
526,zion i & the grouch,us,"oakland, ca",yes,mixed group,male,False,True,31,0.1935483870967742,0.0967741935483871,0.1935483870967742,0.0,0.0,0.41935483870967744,0.0967741935483871,0,0,0,0,1,0,0,1,0,1,0,0
527,3d,us,"pensacola, fl",yes,black,male,False,True,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
528,thavius beck,us,"los angeles, ca",yes,black,male,False,False,4,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0,0,0,0,1,0,0,1,0,1,0,0
529,voice,us,"new orleans, la",yes,black,female,False,False,14,0.14285714285714285,0.5,0.0,0.0,0.0,0.35714285714285715,0.0,0,0,0,0,1,0,0,1,1,0,0,0
530,spanky wilson and the quantic soul orchestra,us,"philadelphia, pa",yes,black,female,False,False,2,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0,0,1,0,0,1,1,0,0,0
531,ray charles,us,"greenville, fl",yes,black,male,False,False,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
532,thesis sahib,cdn,"london, on",no,white,male,True,False,45,0.022222222222222223,0.044444444444444446,0.0,0.0,0.17777777777777778,0.7555555555555555,0.0,1,0,0,0,0,1,0,0,0,1,0,0
533,no luck club,cdn,"burnaby, bc",yes,asian,male,True,True,73,0.2602739726027397,0.2054794520547945,0.136986301369863,0.0273972602739726,0.0684931506849315,0.3013698630136986,0.0,1,0,0,0,0,0,0,1,0,1,0,0
534,a.g.,us,"new york, ny",yes,black,male,False,False,28,0.25,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.4642857142857143,0,0,0,0,1,0,0,1,0,1,0,0
535,john smith,cdn,"winnipeg, mb",no,white,male,True,False,54,0.18518518518518517,0.1111111111111111,0.42592592592592593,0.037037037037037035,0.18518518518518517,0.05555555555555555,0.0,1,0,0,0,0,1,0,0,0,1,0,0
536,now on,us,"los angeles, ca",yes,mixed group,male,False,True,21,0.09523809523809523,0.0,0.0,0.0,0.0,0.8571428571428571,0.047619047619047616,0,0,0,0,1,0,0,1,0,1,0,0
537,xzibit,us,"detroit, mi",yes,black,male,False,False,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
538,ghettosocks,cdn,"halifax, ns",no,white,male,True,False,260,0.12307692307692308,0.07307692307692308,0.08461538461538462,0.05,0.06923076923076923,0.47307692307692306,0.12692307692307692,1,0,0,0,0,1,0,0,0,1,0,0
539,qwel & meaty ogre,us,"chicago, il",no,white,male,False,True,34,0.14705882352941177,0.0,0.029411764705882353,0.0,0.0,0.6764705882352942,0.14705882352941177,0,0,0,0,1,1,0,0,0,1,0,0
540,loer velocity,us,"new york, ny",yes,black,male,False,False,17,0.29411764705882354,0.058823529411764705,0.0,0.0,0.0,0.6470588235294118,0.0,0,0,0,0,1,0,0,1,0,1,0,0
541,weird al yankovic,us,"los angeles, ca",no,white,male,False,False,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
542,the game,us,"los angeles, ca",yes,black,male,False,False,8,0.0,0.125,0.0,0.0,0.0,0.0,0.875,0,0,0,0,1,0,0,1,0,1,0,0
543,molemen,us,"chicago, il",yes,mixed group,male,False,True,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
544,fat joe,us,"new york, ny",yes,hispanic,male,False,False,24,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0,0,0,0,1,0,0,1,0,1,0,0
545,kidz in the hall,us,"chicago, il",yes,black,male,False,True,22,0.0,0.045454545454545456,0.0,0.0,0.0,0.18181818181818182,0.7727272727272727,0,0,0,0,1,0,0,1,0,1,0,0
546,jim jones,us,"new york, ny",yes,hispanic,male,False,False,5,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0,0,0,0,1,0,0,1,0,1,0,0
547,c-rayz walz,us,"new york, ny",yes,black,male,False,False,7,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.14285714285714285,0,0,0,0,1,0,0,1,0,1,0,0
548,cea,cdn,"quebec, qc",yes,mixed group,mixed,True,True,22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0
549,antimc,us,"los angeles, ca",no,white,male,False,False,41,0.36585365853658536,0.14634146341463414,0.04878048780487805,0.024390243902439025,0.0,0.4146341463414634,0.0,0,0,0,0,1,1,0,0,0,1,0,0
550,ras kass,us,"los angeles, ca",yes,black,male,False,False,8,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0,0,0,0,1,0,0,1,0,1,0,0
551,rapscallion,unknown,unknown,unknown,unknown,unknown,False,False,3,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,0,1,0,0,1,0,0,0,0,1
552,iswhat,us,"cincinnati, oh",yes,black,male,False,True,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
553,dam,int,"jerusalem, israel",yes,middle eastern,male,False,True,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
554,spesh k,cdn,"halifax, ns",no,white,male,True,False,51,0.13725490196078433,0.19607843137254902,0.09803921568627451,0.17647058823529413,0.19607843137254902,0.17647058823529413,0.0196078431372549,1,0,0,0,0,1,0,0,0,1,0,0
555,shadez,cdn,"winnipeg, mb",yes,black,male,True,True,54,0.12962962962962962,0.09259259259259259,0.2037037037037037,0.0,0.1111111111111111,0.3333333333333333,0.12962962962962962,1,0,0,0,0,0,0,1,0,1,0,0
556,fat jon & styrofoam,us,"cincinnati, oh",yes,mixed group,male,False,True,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
557,cee-lo green,us,"atlanta, ga",yes,black,male,False,False,41,0.12195121951219512,0.3170731707317073,0.1951219512195122,0.0,0.0,0.34146341463414637,0.024390243902439025,0,0,0,0,1,0,0,1,0,1,0,0
558,the clipse,us,"virginia beach, va",yes,black,male,False,True,49,0.0,0.16326530612244897,0.20408163265306123,0.0,0.12244897959183673,0.3673469387755102,0.14285714285714285,0,0,0,0,1,0,0,1,0,1,0,0
559,mayday,us,"miami, fl",yes,mixed group,male,False,True,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
560,cannibal ox,us,"new york, ny",yes,black,male,False,True,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
561,lord 360,us,"chicago, il",yes,black,male,False,False,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
562,kid koala,cdn,"montreal, qc",yes,asian,male,True,False,20,0.1,0.7,0.15,0.0,0.0,0.05,0.0,1,0,0,0,0,0,0,1,0,1,0,0
563,fatty down,cdn,"vancouver, bc",no,white,male,True,False,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
564,sweatshop union,cdn,"vancouver, bc",yes,mixed group,male,True,True,43,0.11627906976744186,0.27906976744186046,0.0,0.0,0.0,0.23255813953488372,0.37209302325581395,1,0,0,0,0,0,0,1,0,1,0,0
565,mass & as is,cdn,"nanaimo, bc",yes,native american,male,True,True,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
566,daz,us,"los angeles, ca",yes,black,male,False,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
567,lyrics born,us,"berkeley, ca",yes,asian,male,False,False,146,0.2054794520547945,0.2191780821917808,0.11643835616438356,0.0136986301369863,0.0,0.3698630136986301,0.07534246575342465,0,0,0,0,1,0,0,1,0,1,0,0
568,nickodemus,us,"new york, ny",yes,middle eastern,male,False,False,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
569,chile,cdn,"kelowna, bc",no,white,male,True,False,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
570,young rj,us,"detroit, mi",yes,black,male,False,False,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
571,deep fried funk brothers,us,"sacramento, ca",yes,mixed group,male,False,True,7,0.0,0.42857142857142855,0.0,0.0,0.0,0.5714285714285714,0.0,0,0,0,0,1,0,0,1,0,1,0,0
572,motion man,us,"oakland, ca",yes,black,male,False,False,19,0.0,0.2631578947368421,0.0,0.0,0.0,0.7368421052631579,0.0,0,0,0,0,1,0,0,1,0,1,0,0
573,black moon,us,"brooklyn, ny",yes,black,male,False,True,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
574,honeycut,us,"san francisco, ca",no,white,male,False,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
575,intellekt & dirty digits,us,"gainesville, fl",no,white,male,False,True,5,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
576,platinum black,cdn,"winnipeg, mb",yes,black,male,False,False,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
577,special teamz,us,"boston, mass",yes,black,male,False,True,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
578,trek life,us,"los angeles, ca",yes,black,male,False,False,7,0.2857142857142857,0.0,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0,0,0,0,1,0,0,1,0,1,0,0
579,the green brothers,us,"chicago, il",yes,black,male,False,True,11,0.5454545454545454,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0,0,0,0,1,0,0,1,0,1,0,0
580,jrk,us,"los angeles, ca",no,white,male,False,False,7,0.14285714285714285,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0,0,0,0,1,1,0,0,0,1,0,0
581,dj murge,cdn,"victoria, bc",no,white,male,True,False,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
582,trobiz,cdn,"halifax, ns",yes,black,male,True,True,22,0.0,0.0,0.0,0.0,0.7272727272727273,0.2727272727272727,0.0,1,0,0,0,0,0,0,1,0,1,0,0
583,young clipp,us,"los angeles, ca",yes,black,male,False,False,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
584,lady royale,us,"baton rouge, la",yes,black,female,False,False,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,1,0,0,0
585,swigz,us,"ann arbor, mi",no,white,male,False,False,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
