,ARTIST NAME(S),ARTIST HOME LATITUDE,ARTIST HOME LONGITUDE,ARTIST HOME CITY,ARTIST COUNTRY,LANGUAGE OF MUSIC,VISIBLE ETHNIC MINORITY,CENSUS RACE CLASSIFICATION,ARTIST GENDER,CANADIAN CONTENT,ALBUMS PLAYED,STATIONS PLAYED ON,MEAN CHART POSITION,TOTAL DAYS PLAYED,STATION cfbx,STATION cfmh,STATION cfre,STATION cfru,STATION cfuv,STATION chly,STATION chrw,STATION chry,STATION chsr,STATION chuo,STATION chyz,STATION cick,STATION cilu,STATION cism,STATION ciut,STATION cjam,STATION cjlo,STATION cjsf,STATION cjsr,STATION cjsw,STATION cjum,STATION ckdu,STATION ckut,STATION ckxu,STATION cscr,CHART POSITION 1,CHART POSITION 2,CHART POSITION 3,CHART POSITION 4,CHART POSITION 5,CHART POSITION 6,CHART POSITION 7,CHART POSITION 8,CHART POSITION 9,CHART POSITION 10
1108,malik abd al,48.86,2.33,"paris, france",int,french,yes,black,male,no,1,1,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
1109,malik yusef,41.85,-87.65,"chicago, il",us,english,yes,black,male,no,1,2,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.125,0.125,0.25,0.0,0.0,0.125
1110,malkovich music,34.05,-118.24,"los angeles, ca",us,english,yes,middle eastern,male,no,1,3,6,9,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111
1111,man praisin' hard,33.75,-84.39,"atlanta, ga",us,english,yes,black,male,no,1,1,10,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1112,manafest,48.83,-79.09,"pickering, on",cdn,english,no,white,male group,yes,1,4,6,19,0.10526315789473684,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.21052631578947367,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.10526315789473684,0.05263157894736842,0.15789473684210525
1113,mansbestfriend,39.74,-104.98,"denver, co",us,english,no,white,male,no,1,2,4,13,0.0,0.0,0.0,0.0,0.5384615384615384,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.0,0.15384615384615385,0.07692307692307693
1114,mantis,43.45,-80.5,"kitchener, on",cdn,english,no,white,male,yes,1,1,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
1115,mantrakid,51.08,-114.08,"calgary, ab",cdn,english,no,white,male,yes,1,6,5,19,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.15789473684210525,0.15789473684210525,0.0,0.0,0.0,0.3157894736842105,0.0,0.21052631578947367,0.15789473684210525,0.05263157894736842,0.15789473684210525,0.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.15789473684210525
1116,manu malik,45.417,-75.7,"ottawa, on",cdn,english,yes,indian asian,male,yes,1,2,7,7,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
1117,mapei,59.33,18.05,"stockholm, sweden",int,english,yes,black,female,no,1,1,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1118,marc cary & chance,40.71,-74.0,"new york, ny",us,english,yes,black,male group,no,1,2,9,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.16666666666666666
1119,marco polo,43.66,-79.42,"toronto, on",cdn,english,no,white,male,yes,2,14,5,103,0.009708737864077669,0.0,0.06796116504854369,0.0,0.1553398058252427,0.0,0.1262135922330097,0.0,0.009708737864077669,0.04854368932038835,0.0,0.0,0.08737864077669903,0.0,0.0,0.038834951456310676,0.18446601941747573,0.0,0.04854368932038835,0.05825242718446602,0.07766990291262135,0.0,0.02912621359223301,0.05825242718446602,0.0,0.13592233009708737,0.11650485436893204,0.0970873786407767,0.0970873786407767,0.0970873786407767,0.07766990291262135,0.04854368932038835,0.07766990291262135,0.11650485436893204,0.13592233009708737
1120,marco polo & ruste juxx,40.65,-73.95,"brooklyn, ny",us,english,yes,mixed group,male group,no,1,2,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111
1121,marco polo & torae,40.65,-73.95,"brooklyn, ny",us,english,yes,mixed group,male group,no,1,1,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.25
1122,mares of thrace,51.08,-114.08,"calgary, ab",cdn,english,yes,mixed group,female group,yes,1,1,10,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1123,mariah carey,40.85,-73.41,"huntington station, ny",us,english,yes,black,female,no,1,1,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
1124,marjen,52.13,-106.67,"saskatoon, sask",cdn,english,no,white,male,yes,1,2,4,6,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
1125,mark j,33.75,-84.39,"atlanta, ga",us,english,yes,black,male,no,1,1,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0
1126,mark ronson & the business international,42.33,-83.04,"london, eng",uk,english,no,white,male,no,1,2,6,9,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111
1127,markit,44.65,-63.6,"halifax, ns",cdn,english,no,white,male,yes,1,1,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0
1128,marques houston,34.05,-118.24,"los angeles, ca",us,english,yes,black,male,no,1,1,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1129,mars ill,33.75,-84.39,"atlanta, ga",us,english,no,white,male group,no,2,9,7,28,0.0,0.0,0.0,0.0,0.03571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.10714285714285714,0.0,0.0,0.10714285714285714,0.03571428571428571,0.0,0.21428571428571427,0.0,0.0,0.03571428571428571,0.0,0.10714285714285714,0.0,0.0,0.07142857142857142,0.0,0.03571428571428571,0.35714285714285715,0.07142857142857142,0.03571428571428571,0.14285714285714285,0.10714285714285714,0.17857142857142858
1130,marshall law,40.71,-74.0,"new york, ny",us,english,yes,black,male group,no,1,2,5,3,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
1131,martin cradick & the baka at gbine,34.05,-118.24,"los angeles, ca",int,multi,yes,mixed group,male group,no,1,1,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1132,martin finch,45.91,-64.37,"sackville, nb",cdn,english,no,white,male,yes,1,4,5,10,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.3,0.2,0.0,0.0
1133,marv won,42.33,-83.04,"detroit, mi",us,english,yes,black,male,no,1,1,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
1134,masia one,43.66,-79.42,"toronto, on",cdn,english,yes,asian,female,yes,1,2,4,9,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0
1135,mass,49.15,-123.92,"nanaimo, bc",cdn,english,yes,native canadian,male,yes,1,1,6,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
1136,mass & as is,49.15,-123.92,"nanaimo, bc",cdn,english,yes,native canadian,male group,yes,1,1,7,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
1137,masta ace,40.65,-73.95,"brooklyn, ny",us,english,yes,black,male,no,2,2,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
1138,masta killa,40.65,-73.95,"brooklyn, ny",us,english,yes,black,male,no,3,4,4,6,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
1139,mastrzofthayoonavrce,34.05,-118.24,"los angeles, ca",cdn,english,yes,mixed group,male group,no,1,4,6,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.1,0.1,0.0,0.1,0.3,0.1,0.0,0.1
1140,mathematics,40.71,-74.0,"new york, ny",us,english,yes,black,male,no,3,2,6,12,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.3333333333333333,0.25,0.0,0.0,0.3333333333333333,0.0
1141,mathematik,43.66,-79.42,"toronto, on",cdn,english,yes,black,male,yes,2,5,5,10,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0
1142,maticulous,43.66,-79.42,"toronto, on",cdn,english,no,white,male group,yes,1,5,7,18,0.16666666666666666,0.0,0.0,0.0,0.0,0.3888888888888889,0.05555555555555555,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.05555555555555555,0.0,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.16666666666666666,0.16666666666666666,0.3333333333333333
1143,matisyahu,39.96,-75.6,"west chester, pa",us,english,yes,middle eastern,male,no,2,2,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222
1144,matre,34.05,-118.24,"los angeles, ca",us,english,no,white,male,no,1,2,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.2857142857142857,0.0,0.0
1145,mavado,18.0,-76.8,"kingston, jamaica",int,english,yes,black,male,no,1,1,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
1146,mavis,42.33,-83.04,"london, eng",uk,english,yes,mixed group,mixed group,no,1,2,6,14,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.0,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.14285714285714285
1147,max prime,53.55,-113.5,"edmonton, ab",cdn,english,yes,black,male,yes,2,5,8,9,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.0
1148,max prime and jonb,53.55,-113.5,"edmonton, ab",cdn,english,yes,mixed group,male group,yes,1,9,5,27,0.037037037037037035,0.0,0.37037037037037035,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.14814814814814814,0.1111111111111111,0.07407407407407407,0.1111111111111111,0.07407407407407407,0.07407407407407407,0.1111111111111111,0.037037037037037035,0.1111111111111111,0.14814814814814814
1149,maxime robin,45.5,-73.58,"montreal, qc",cdn,french,no,white,male group,yes,2,6,7,23,0.0,0.0,0.0,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.0,0.0,0.0,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.17391304347826086,0.21739130434782608,0.0,0.043478260869565216,0.0,0.08695652173913043,0.13043478260869565,0.13043478260869565,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.2608695652173913,0.17391304347826086
1150,mayday,25.77,-80.2,"miami, fl",us,english,yes,mixed group,male group,no,1,1,3,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,mayer hawthorne and the county,34.05,-118.24,"los angeles, ca",us,english,no,white,male,no,1,1,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
1152,mayhem morearty,43.66,-79.42,"toronto, on",cdn,english,yes,black,male,yes,1,3,7,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.09090909090909091,0.0,0.2727272727272727,0.2727272727272727
1153,mc esoteric,42.35,-71.06,"boston, mass",us,english,no,white,male,no,1,1,7,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5
1154,mc frontalot,40.65,-73.95,"brooklyn, ny",us,english,no,white,male,no,2,4,8,8,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.25,0.375,0.125
1155,mc immune,-17.97,122.23,"broome, aust",int,english,no,white,male,no,1,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
1156,mc lars,40.71,-74.0,"new york, ny",us,english,no,white,male,no,1,2,6,3,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
1157,mc lars and ytcracker,40.71,-74.0,"new york, ny",us,english,no,white,male group,no,1,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1158,mc lyte,40.71,-74.0,"new york, ny",us,english,yes,black,female,no,1,1,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
1159,mc phylis et maxime robin,45.5,-73.58,"montreal, qc",cdn,french,no,white,male group,yes,2,1,10,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
1160,mc sean one,44.65,-63.6,"halifax, ns",cdn,english,no,white,male,yes,1,10,6,59,0.05084745762711865,0.0,0.11864406779661017,0.0,0.0,0.0,0.01694915254237288,0.0,0.2711864406779661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06779661016949153,0.05084745762711865,0.05084745762711865,0.0847457627118644,0.1694915254237288,0.0,0.11864406779661017,0.0,0.05084745762711865,0.05084745762711865,0.13559322033898305,0.15254237288135594,0.11864406779661017,0.11864406779661017,0.11864406779661017,0.1016949152542373,0.06779661016949153,0.0847457627118644
1161,mc totally rad & dj fuck,-33.91,18.41,"cape town, south africa",int,english,no,white,male group,no,1,4,4,19,0.05263157894736842,0.0,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.3684210526315789,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.10526315789473684,0.0,0.05263157894736842,0.10526315789473684,0.0,0.10526315789473684
1162,mcenroe,49.83,-99.95,"brandon, mb",cdn,english,no,white,male,yes,1,1,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0
1163,median,35.99,-78.89,"durham, nc",us,english,yes,black,male,no,1,2,9,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5
1164,megan rochelle,40.65,-73.95,"brooklyn, ny",us,english,yes,black,female,no,1,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1165,mekalek,34.05,-118.24,"los angeles, ca",us,english,no,white,male,no,1,2,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285
1166,melanie fiona,43.66,-79.42,"toronto, on",cdn,english,yes,black,female,yes,1,2,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.2,0.2,0.0,0.2,0.0,0.0,0.0
1167,melissa laveaux,45.417,-75.7,"ottawa, on",cdn,english,yes,black,female,yes,1,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1168,men at large,41.5,-81.69,"cleveland, oh",us,english,yes,black,male group,no,1,1,6,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
1169,menahan street band,40.65,-73.95,"brooklyn, ny",us,english,no,white,male group,no,1,2,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,0.0
